Player,Player.1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
"207Jordan FerriMontpellier, 31, M(C)","Jordan Ferri Montpellier, 31, M(C)",24(1),2039,-,2,0.4,0.9,0.4,2.0,-,1.7,1.2,6.52
"208Elbasan RashaniClermont Foot, 29, AM(CLR)","Elbasan Rashani Clermont Foot, 29, AM(CLR)",18(5),1529,3,1,1.1,0.4,0.6,0.9,0.1,0.7,1.6,6.51
"209Théo Le BrisLorient, 20, M(L)","Théo Le Bris Lorient, 20, M(L)",14(8),1267,2,1,0.5,0.5,0.6,0.1,-,0.3,0.9,6.51
"210Wesley SaïdLens, 27, AM(CLR),FW","Wesley Saïd Lens, 27, AM(CLR),FW",6(12),604,5,-,1.4,0.3,0.9,0.1,0.1,0.3,0.9,6.5
"211Pedro ChirivellaNantes, 25, DMC","Pedro Chirivella Nantes, 25, DMC",23(1),1903,-,1,0.7,0.9,0.3,0.7,-,0.3,0.2,6.5
"212Falaye SackoMontpellier, 27, D(CR),M(R)","Falaye Sacko Montpellier, 27, D(CR),M(R)",21(5),1842,-,3,0.1,0.6,0.5,0.6,0.2,0.3,0.8,6.5
"213Jean-Kévin DuverneBrest, 25, D(CLR)","Jean-Kévin Duverne Brest, 25, D(CLR)",19(6),1834,-,-,0.2,0.3,0.5,0.7,0.1,0.6,1.0,6.5
"214Noah FadigaBrest, 23, D(R)","Noah Fadiga Brest, 23, D(R)",15(4),1203,1,-,0.5,0.1,0.8,0.9,0.1,0.3,1.1,6.5
"215Hugo MagnettiBrest, 24, DMC","Hugo Magnetti Brest, 24, DMC",15(10),1377,-,2,0.6,0.4,0.8,1.0,-,0.6,0.6,6.49
"216Dion LopyReims, 21, DMC","Dion Lopy Reims, 21, DMC",14(9),1160,-,1,0.7,0.7,0.6,1.0,-,0.6,1.2,6.49
"217Alexis Claude-MauriceLens, 24, AM(CL)","Alexis Claude-Maurice Lens, 24, AM(CL)",4(12),497,3,2,0.7,0.4,0.5,0.9,-,0.6,1.0,6.49
"218Renato SanchesPSG, 25, M(CR)","Renato Sanches PSG, 25, M(CR)",4(13),526,2,-,0.6,0.5,0.5,0.4,-,0.3,0.7,6.49
"219Yoann CathlineLorient, 20, AM(L)","Yoann Cathline Lorient, 20, AM(L)",8(8),817,1,1,1.5,0.4,1.3,1.4,0.1,1.3,2.1,6.48
"220Gaetan PerrinAuxerre, 26, AM(L)","Gaetan Perrin Auxerre, 26, AM(L)",12(16),1142,3,1,0.8,0.8,1.6,0.6,0.1,1.3,1.4,6.48
"221Stéphane DiarraLorient, 24, AM(R)","Stéphane Diarra Lorient, 24, AM(R)",13(13),1008,2,-,0.8,0.4,0.9,0.8,0.2,0.5,1.2,6.48
"222Abdu ContéTroyes, 25, D(L),M(L)","Abdu Conté Troyes, 25, D(L),M(L)",13(3),1179,1,2,0.3,0.8,0.1,0.6,0.2,0.4,0.6,6.48
"223Sanjin PrcicStrasbourg, 29, M(C)","Sanjin Prcic Strasbourg, 29, M(C)",17(8),1517,1,1,1.1,0.4,0.4,0.7,-,0.3,0.3,6.47
"224Mickaël AlphonseAC Ajaccio, 33, D(LR)","Mickaël Alphonse AC Ajaccio, 33, D(LR)",12(10),1201,-,-,0.5,0.4,0.4,0.6,-,0.6,0.5,6.47
"225Léo LeroyMontpellier, 23, DMC","Léo Leroy Montpellier, 23, DMC",11(8),893,-,-,0.6,0.5,0.4,0.7,0.1,0.7,1.1,6.46
"226Lucas PerrinStrasbourg, 24, D(C)","Lucas Perrin Strasbourg, 24, D(C)",11(7),1142,-,-,0.1,0.2,0.2,0.7,-,0.2,0.2,6.45
"227Mathias Pereira LageBrest, 26, M(CLR)","Mathias Pereira Lage Brest, 26, M(CLR)",14(4),1088,1,1,1.0,0.5,0.4,1.3,0.1,0.9,1.2,6.45
"228Issa KaboréMarseille, 21, D(R),M(R)","Issa Kaboré Marseille, 21, D(R),M(R)",5(10),622,1,-,0.4,0.5,0.6,0.8,0.1,0.5,1.2,6.45
"229Achraf DariBrest, 23, D(C)","Achraf Dari Brest, 23, D(C)",15(3),1317,1,-,0.2,0.1,0.1,0.7,0.1,0.2,0.2,6.45
"230Jim AllevinahClermont Foot, 28, M(LR)","Jim Allevinah Clermont Foot, 28, M(LR)",19(8),1750,1,-,1.0,0.5,1.2,1.7,-,1.3,1.3,6.45
"231Muhammed ChamClermont Foot, 22, AM(C)","Muhammed Cham Clermont Foot, 22, AM(C)",17(12),1487,4,2,1.3,0.8,0.6,1.0,-,1.6,1.1,6.45
"232Ross BarkleyNice, 29, M(CLR)","Ross Barkley Nice, 29, M(CLR)",7(13),677,3,2,1.4,0.8,0.4,0.5,0.1,1,0.6,6.45
"233Yoann SalmierTroyes, 30, D(C)","Yoann Salmier Troyes, 30, D(C)",27,2332,1,-,0.4,0.1,0.2,1.0,-,0.2,0.2,6.44
"234Samuel MoutoussamyNantes, 26, M(CL)","Samuel Moutoussamy Nantes, 26, M(CL)",18(8),1637,-,2,0.7,0.5,0.3,0.4,-,0.4,0.7,6.44
"235Bevic Moussiti-OkoAC Ajaccio, 28, FW","Bevic Moussiti-Oko AC Ajaccio, 28, FW",7(10),696,1,-,1.2,0.3,0.8,1.3,0.1,0.6,1.5,6.44
"236Moussa SissokoNantes, 33, M(CR)","Moussa Sissoko Nantes, 33, M(CR)",18(4),1536,2,-,0.7,0.7,0.3,0.5,0.1,0.5,1,6.44
"237Colin DagbaStrasbourg, 24, D(R),M(R)","Colin Dagba Strasbourg, 24, D(R),M(R)",9(7),711,-,-,0.1,0.7,0.5,0.3,0.1,0.3,0.4,6.43
"238Komnen AndricClermont Foot, 27, FW","Komnen Andric Clermont Foot, 27, FW",16(12),1379,4,3,1,0.5,0.2,1.4,0.2,1,1.6,6.43
"239Julien PonceauLorient, 22, AM(C)","Julien Ponceau Lorient, 22, AM(C)",17(9),1423,1,4,0.5,1,0.3,0.8,0.2,0.7,1.3,6.43
"240Gauthier GallonTroyes, 29, GK","Gauthier Gallon Troyes, 29, GK",22,1980,-,-,-,-,-,0.1,-,-,-,6.43
"241Wilson OdobertTroyes, 18, AM(L)","Wilson Odobert Troyes, 18, AM(L)",13(13),1285,3,2,0.9,0.7,0.8,0.4,0.1,0.8,1.3,6.42
"242Miha BlazicAngers, 29, D(C)","Miha Blazic Angers, 29, D(C)",20(1),1774,2,-,0.3,-,-,0.8,-,-,0.1,6.42
"243Haris BelkeblaBrest, 29, DMC","Haris Belkebla Brest, 29, DMC",21(8),1901,1,-,0.3,0.3,0.2,1.3,-,0.7,0.9,6.42
"244Grejohn KyeiClermont Foot, 27, FW","Grejohn Kyei Clermont Foot, 27, FW",17(11),1497,5,2,1.4,0.2,0.8,0.8,0.4,1.3,2.5,6.41
"245Arbër ZeneliReims, 28, AM(LR),FW","Arbër Zeneli Reims, 28, AM(LR),FW",11(9),932,-,2,1.5,1.1,0.8,0.6,0.2,1,2.4,6.4
"246Rayan RavelosonAuxerre, 26, D(C),DMC","Rayan Raveloson Auxerre, 26, D(C),DMC",18(7),1636,1,-,0.8,0.3,0.2,1.0,-,0.5,1.2,6.4
"247Gerzino NyamsiStrasbourg, 26, D(C)","Gerzino Nyamsi Strasbourg, 26, D(C)",16,1296,1,-,0.7,0.1,0.3,0.2,-,0.1,0.6,6.4
"248Maxime GonalonsClermont Foot, 34, D(C),M(C)","Maxime Gonalons Clermont Foot, 34, D(C),M(C)",13(4),940,1,-,0.3,0.3,0.6,0.9,-,0.4,0.7,6.4
"249Thomas ManganiAC Ajaccio, 35, M(C)","Thomas Mangani AC Ajaccio, 35, M(C)",9(10),901,1,1,0.4,1.2,0.2,0.4,-,0.2,0.4,6.4
"250Adrien ThomassonStrasbourg, 29, M(CLR)","Adrien Thomasson Strasbourg, 29, M(CLR)",10(5),938,-,2,1.1,1.1,0.5,1.3,0.3,1.2,1.4,6.39
"251Paul BernardoniAngers, 25, GK","Paul Bernardoni Angers, 25, GK",21,1890,-,-,-,-,-,0.1,-,-,-,6.39
"252Mohamed BayoLille, 24, FW","Mohamed Bayo Lille, 24, FW",5(15),543,4,1,1.1,0.6,0.5,0.2,0.3,0.5,0.9,6.39
"253Pablo RosarioNice, 26, D(C),DMC","Pablo Rosario Nice, 26, D(C),DMC",12(11),1285,-,1,0.3,0.7,0.1,0.4,-,0.3,0.6,6.38
"254Erik Palmer-BrownTroyes, 25, D(C)","Erik Palmer-Brown Troyes, 25, D(C)",27(2),2384,-,-,0.3,0.2,0.2,0.4,-,0.2,0.2,6.38
"255Christophe HérelleBrest, 30, D(CR)","Christophe Hérelle Brest, 30, D(CR)",12(4),1060,-,-,0.2,0.2,0.1,0.9,-,0.1,0.2,6.38
"256Cyrille BayalaAC Ajaccio, 26, AM(R)","Cyrille Bayala AC Ajaccio, 26, AM(R)",21(6),1651,1,1,0.8,0.6,0.7,0.7,0.2,1.2,1.8,6.37
"257Thierno BaldéTroyes, 20, D(R),M(R)","Thierno Baldé Troyes, 20, D(R),M(R)",20(4),1714,-,-,0.3,0.6,1,1.0,0.1,0.4,1.3,6.37
"258Adrien HunouAngers, 29, AM(CLR),FW","Adrien Hunou Angers, 29, AM(CLR),FW",23(2),1779,3,1,1.4,0.6,0.4,1.5,0.2,0.8,1.9,6.37
"259Ruben AguilarMonaco, 29, D(R),M(R)","Ruben Aguilar Monaco, 29, D(R),M(R)",11(6),916,-,-,0.2,0.1,0.2,0.8,0.1,0.2,0.7,6.37
"260Yasser LarouciTroyes, 22, D(L),M(L)","Yasser Larouci Troyes, 22, D(L),M(L)",14(7),1188,1,-,0.3,0.5,1.1,0.8,-,1.3,1.3,6.37
"261Ibrahima KonéLorient, 23, FW","Ibrahima Koné Lorient, 23, FW",8(20),973,4,1,0.5,0.4,0.3,0.6,0.3,0.6,1.5,6.37
"262Oumar GonzalezAC Ajaccio, 25, D(C)","Oumar Gonzalez AC Ajaccio, 25, D(C)",21(1),1859,-,-,0.4,-,0.2,1.5,0.1,0.5,0.7,6.37
"263Romain HamoumaAC Ajaccio, 36, M(CLR),FW","Romain Hamouma AC Ajaccio, 36, M(CLR),FW",11(4),862,2,2,1.0,0.9,0.9,0.9,0.1,0.8,2.2,6.37
"264Mitchell van BergenReims, 23, AM(LR),FW","Mitchell van Bergen Reims, 23, AM(LR),FW",5(19),759,-,1,1.0,0.7,0.4,0.3,0.1,0.3,0.7,6.36
"265Souleyman DoumbiaAngers, 26, D(L),M(L)","Souleyman Doumbia Angers, 26, D(L),M(L)",21(1),1751,-,-,0.3,0.5,1,0.9,0.1,0.4,1.1,6.36
"266Habib DiarraStrasbourg, 19, M(C)","Habib Diarra Strasbourg, 19, M(C)",10(10),986,-,-,0.6,0.5,0.6,0.7,-,0.7,0.9,6.36
"267Cédric HountondjiAngers, 29, D(C)","Cédric Hountondji Angers, 29, D(C)",28(1),2542,-,-,0.3,0.1,-,0.2,-,0.1,0.3,6.35
"268Lassine SinayokoAuxerre, 23, AM(R)","Lassine Sinayoko Auxerre, 23, AM(R)",14(12),1294,-,2,1.2,0.5,0.8,0.7,0.2,1.0,1.4,6.35
"269Amine SalamaAngers, 22, FW","Amine Salama Angers, 22, FW",12(13),1245,3,1,1.0,0.4,0.9,0.4,0.2,0.8,1.9,6.35
"270Moussa DiarraToulouse, 22, D(CL)","Moussa Diarra Toulouse, 22, D(CL)",10(10),1043,-,1,0.1,0.3,0.4,0.7,-,0.2,1.1,6.35
"271Billal BrahimiNice, 23, Forward","Billal Brahimi Nice, 23, Forward",3(17),553,3,2,0.8,0.6,0.4,0.3,0.2,0.6,0.9,6.35
"272Dennis AppiahNantes, 30, D(CLR),M(R)","Dennis Appiah Nantes, 30, D(CLR),M(R)",9(6),796,-,-,0.3,0.3,0.4,0.1,0.1,0.7,0.8,6.34
"273Moussa DembéléLyon, 26, FW","Moussa Dembélé Lyon, 26, FW",8(14),853,3,-,1.3,0.2,0.2,0.1,0.4,0.7,1.4,6.34
"274Mathieu CoutadeurAC Ajaccio, 37, M(C)","Mathieu Coutadeur AC Ajaccio, 37, M(C)",16(3),1435,-,-,0.2,0.4,0.3,0.5,-,0.3,0.9,6.33
"275Pierrick CapelleAngers, 35, D(L),M(CLR)","Pierrick Capelle Angers, 35, D(L),M(CLR)",13(9),1224,-,2,0.6,0.5,0.5,0.2,-,0.8,1,6.33
"276Khalil FayadMontpellier, 18, DMC","Khalil Fayad Montpellier, 18, DMC",5(15),548,-,2,0.3,0.3,0.4,0.7,-,0.3,0.5,6.33
"277Riad NouriAC Ajaccio, 37, M(LR)","Riad Nouri AC Ajaccio, 37, M(LR)",13(12),1359,1,1,0.6,1,0.5,0.5,0.1,0.6,1.1,6.33
"278Birger MelingRennes, 28, D(LR),DMC","Birger Meling Rennes, 28, D(LR),DMC",6(15),825,-,-,-,0.1,0.2,0.5,0.1,0.2,0.3,6.33
"279Jérémie BelaClermont Foot, 29, M(LR)","Jérémie Bela Clermont Foot, 29, M(LR)",7(9),689,1,1,0.7,0.2,0.6,1,-,0.5,1,6.33
"280Benoît CostilAuxerre, 35, GK","Benoît Costil Auxerre, 35, GK",19,1710,-,-,-,-,0.1,-,-,-,-,6.32
"281Bonke InnocentLorient, 27, DMC","Bonke Innocent Lorient, 27, DMC",10(9),913,-,1,0.1,0.3,0.3,0.3,-,0.2,0.3,6.32
"282Enzo Tchato MbiayiMontpellier, 20, D(R)","Enzo Tchato Mbiayi Montpellier, 20, D(R)",10(9),993,1,1,0.2,0.3,0.2,0.4,0.1,0.4,0.7,6.32
"283Julian JeanvierAuxerre, 31, D(C)","Julian Jeanvier Auxerre, 31, D(C)",15(1),1311,1,-,0.5,-,0.1,0.6,-,0.1,0.3,6.32
"284Andreas BruusTroyes, 24, D(R),M(R)","Andreas Bruus Troyes, 24, D(R),M(R)",14(6),1282,-,2,0.4,1,0.6,0.3,0.1,0.2,1.0,6.31
"285Ibrahima SissokoStrasbourg, 25, D(C),DMC","Ibrahima Sissoko Strasbourg, 25, D(C),DMC",8(11),883,-,-,0.6,0.2,0.2,0.7,0.1,0.7,1.0,6.31
"286Gauthier HeinAuxerre, 26, AM(R)","Gauthier Hein Auxerre, 26, AM(R)",14(12),1207,2,-,1.0,0.8,0.5,0.4,-,0.7,0.8,6.31
"287Warren Zaïre-EmeryPSG, 17, Midfielder","Warren Zaïre-Emery PSG, 17, Midfielder",4(13),535,2,-,0.4,0.1,0.5,0.3,0.1,0.6,0.4,6.3
"288Florent OgierClermont Foot, 34, D(C)","Florent Ogier Clermont Foot, 34, D(C)",14(5),1312,-,1,0.1,0.3,0.2,0.4,-,-,0.3,6.3
"289M'Baye NiangAuxerre, 28, AM(LR),FW","M'Baye Niang Auxerre, 28, AM(LR),FW",14(9),1198,4,-,1.2,0.2,0.3,1.3,0.2,0.7,2.7,6.28
"290Abdallah SimaAngers, 21, AM(R),FW","Abdallah Sima Angers, 21, AM(R),FW",15(10),1360,3,-,1.3,0.5,0.4,0.6,0.4,0.9,1.8,6.27
"291Ismaël DialloAC Ajaccio, 26, D(L)","Ismaël Diallo AC Ajaccio, 26, D(L)",20(2),1726,-,-,0.1,0.3,0.4,0.9,-,0.3,1.3,6.27
"292Batista MendyAngers, 23, D(C),DMC","Batista Mendy Angers, 23, D(C),DMC",26,2137,-,-,0.4,0.5,0.9,1.1,-,0.8,0.6,6.27
"293Valère GermainMontpellier, 32, AM(CLR),FW","Valère Germain Montpellier, 32, AM(CLR),FW",5(21),636,2,-,0.7,0.2,-,0.2,0.1,0.3,0.8,6.26
"294Sébastien CorchiaNantes, 32, D(R),M(R)","Sébastien Corchia Nantes, 32, D(R),M(R)",5(16),700,-,1,0.2,0.2,0.1,0.8,-,0.2,0.6,6.26
"295Benjamin LeroyAC Ajaccio, 33, GK","Benjamin Leroy AC Ajaccio, 33, GK",26,2259,-,-,-,-,-,0.1,-,-,0.1,6.25
"296Islam SlimaniBrest, 34, FW","Islam Slimani Brest, 34, FW",11(5),989,1,1,0.9,0.8,0.3,0.9,0.6,1.1,2.3,6.25
"297Marcus CocoNantes, 26, M(LR),FW","Marcus Coco Nantes, 26, M(LR),FW",3(15),326,1,-,0.3,0.2,0.1,0.4,0.1,0.4,0.7,6.25
"298Ismail JakobsMonaco, 23, D(L),M(L)","Ismail Jakobs Monaco, 23, D(L),M(L)",5(19),670,-,2,0.4,0.3,0.1,0.2,-,0.2,0.4,6.24
"299Iké UgboTroyes, 24, FW","Iké Ugbo Troyes, 24, FW",5(12),434,2,1,0.5,0.1,0.2,0.1,0.1,0.2,0.6,6.23
"300Lebo MothibaStrasbourg, 27, FW","Lebo Mothiba Strasbourg, 27, FW",2(14),354,3,-,0.4,0.1,0.1,0.4,-,0.4,0.6,6.22
"301Ado OnaiwuToulouse, 27, Forward","Ado Onaiwu Toulouse, 27, Forward",4(22),724,2,1,0.4,0.2,0.2,0.5,0.1,0.6,0.7,6.21
"302Eliot MatazoMonaco, 21, DMC","Eliot Matazo Monaco, 21, DMC",9(6),818,-,-,0.2,0.1,0.1,0.5,-,0.5,0.3,6.21
"303Youssouf M'ChangamaAuxerre, 32, M(C)","Youssouf M'Changama Auxerre, 32, M(C)",6(15),645,-,-,0.5,0.4,0.3,0.6,-,0.3,0.6,6.2
"304Kevin SpadanudaAC Ajaccio, 26, M(L)","Kevin Spadanuda AC Ajaccio, 26, M(L)",7(8),603,-,1,0.3,0.4,0.7,0.9,0.1,0.6,1.3,6.2
"305Cédric AvinelAC Ajaccio, 36, D(C)","Cédric Avinel AC Ajaccio, 36, D(C)",16(3),1470,1,-,0.1,-,-,0.1,-,-,0.1,6.19
"306Sada ThioubAngers, 27, M(LR)","Sada Thioub Angers, 27, M(LR)",5(15),565,-,1,0.4,0.5,0.4,0.2,-,0.7,0.6,6.18
"307Clément VidalAC Ajaccio, 22, D(C)","Clément Vidal AC Ajaccio, 22, D(C)",14(5),1271,-,-,0.5,0.1,0.1,0.6,0.1,0.2,0.3,6.18
"308Veljko BirmancevicToulouse, 25, Midfielder","Veljko Birmancevic Toulouse, 25, Midfielder",1(19),325,-,-,0.3,0.1,0.2,0.3,-,0.1,0.5,6.11
